Model,Cost,Timestamp,Real Cost,User
gpt-4-1106-preview,0.03657,2024-01-14 19:24:35.432826,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.00802,2024-01-14 19:24:38.914032,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.00438,2024-01-14 19:25:13.114555,,prueba_path_2_corrected_4
gpt-4-1106-preview_function,0.00545,2024-01-14 19:25:13.124000,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.0046,2024-01-14 19:25:34.418923,,prueba_path_2_corrected_4
gpt-4-1106-preview_function,0.0054199999999999,2024-01-14 19:25:34.431666,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.04407,2024-01-14 19:25:45.392677,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.00962,2024-01-14 19:25:53.691236,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.01838,2024-01-14 19:35:48.465285,,prueba_path_3
gpt-4-1106-preview,0.01613,2024-01-14 19:35:58.165399,,prueba_path_3
apify website screaper,0.0053167385663919,2024-01-14 19:37:36.344205,,prueba_path_3
gpt-4-1106-preview_function,0.01296,2024-01-14 19:37:36.354346,,prueba_path_3
gpt-4-1106-preview,0.02469,2024-01-14 19:37:47.344554,,prueba_path_3
gpt-4-1106-preview,0.01142,2024-01-14 19:37:58.160072,,prueba_path_3
gpt-4-vision-preview,0.02506,2024-01-14 19:39:51.030889,,prueba_path_3
gpt-4-1106-preview_function,0.01136,2024-01-14 19:39:51.040556,,prueba_path_3
gpt-4-1106-preview,0.03213,2024-01-14 19:40:01.970128,,prueba_path_3
gpt-4-1106-preview,0.01269,2024-01-14 19:40:12.586498,,prueba_path_3
gpt-4-1106-preview,0.03974,2024-01-14 19:40:42.203512,,prueba_path_3
gpt-4-1106-preview,0.01173,2024-01-14 19:40:47.145021,,prueba_path_3
dall-e-3,0.04,2024-01-14 19:41:38.001432,,prueba_path_3
gpt-4-1106-preview_function,0.00347,2024-01-14 19:41:38.845841,,prueba_path_3
gpt-4-1106-preview,0.04393,2024-01-14 19:41:49.989078,,prueba_path_3
gpt-4-1106-preview,0.0078,2024-01-14 19:41:56.126585,,prueba_path_3
dall-e-3,0.04,2024-01-14 19:44:37.341445,,prueba_path_3
gpt-4-1106-preview_function,0.00375,2024-01-14 19:44:38.237318,,prueba_path_3
gpt-4-1106-preview,0.04815,2024-01-14 19:44:49.193887,,prueba_path_3
gpt-4-1106-preview,0.008,2024-01-14 19:44:56.487931,,prueba_path_3
gpt-4-1106-preview,0.0070399999999999,2024-01-14 19:45:57.320396,,prueba_path_3
gpt-4-1106-preview_function,0.00754,2024-01-14 19:45:57.333108,,prueba_path_3
gpt-4-1106-preview,0.0045,2024-01-14 19:46:11.752351,,prueba_path_3
gpt-4-1106-preview_function,0.0053799999999999,2024-01-14 19:46:11.763552,,prueba_path_3
gpt-4-1106-preview,0.0534999999999999,2024-01-14 19:46:22.690406,,prueba_path_3
gpt-4-1106-preview,0.01013,2024-01-14 19:46:34.007349,,prueba_path_3
gpt-4-1106-preview,0.0698699999999999,2024-01-14 19:47:36.610994,,prueba_path_3
gpt-4-1106-preview,0.02467,2024-01-14 19:48:02.142956,,prueba_path_3
gpt-4-1106-preview,0.01611,2024-01-14 19:49:08.573510,,prueba_path_4
gpt-4-1106-preview,0.0127099999999999,2024-01-14 19:49:14.454804,,prueba_path_4
apify website screaper,0.0192815641571018,2024-01-14 19:50:37.005238,,prueba_path_4
gpt-4-1106-preview_function,0.0199,2024-01-14 19:50:37.019919,,prueba_path_4
gpt-4-1106-preview,0.02495,2024-01-14 19:50:53.369674,,prueba_path_4
gpt-4-1106-preview,0.01441,2024-01-14 19:51:00.621906,,prueba_path_4
gpt-4-vision-preview,0.01997,2024-01-14 19:51:39.634040,,prueba_path_4
gpt-4-1106-preview_function,0.00253,2024-01-14 19:51:39.643376,,prueba_path_4
gpt-4-1106-preview,0.03174,2024-01-14 19:52:01.033645,,prueba_path_4
gpt-4-1106-preview,0.01151,2024-01-14 19:52:13.030338,,prueba_path_4
gpt-4-1106-preview,0.00258,2024-01-14 19:52:34.212536,,prueba_path_4
photoroom,0.15,2024-01-14 19:52:39.483684,,prueba_path_4
gpt-4-1106-preview_function,0.00334,2024-01-14 19:52:39.506152,,prueba_path_4
gpt-4-1106-preview,0.0352699999999999,2024-01-14 19:52:45.377450,,prueba_path_4
gpt-4-1106-preview,0.00716,2024-01-14 19:52:48.550518,,prueba_path_4
gpt-4-1106-preview,0.00739,2024-01-14 19:53:26.577183,,prueba_path_4
gpt-4-1106-preview_function,0.00844,2024-01-14 19:53:26.587004,,prueba_path_4
gpt-4-1106-preview,0.04149,2024-01-14 19:53:42.712235,,prueba_path_4
gpt-4-1106-preview,0.0113499999999999,2024-01-14 19:53:54.905375,,prueba_path_4
gpt-4-1106-preview,0.04766,2024-01-14 19:55:10.575167,,prueba_path_5
gpt-4-1106-preview,0.01109,2024-01-14 19:55:16.823605,,prueba_path_5
apify website screaper,0.008290345551646419,2024-01-14 19:56:02.586424,,prueba_path_5
gpt-4-1106-preview_function,0.019979999999999998,2024-01-14 19:56:02.983156,,prueba_path_5
gpt-4-1106-preview,0.016550000000000002,2024-01-14 19:56:19.397918,,prueba_path_5
gpt-4-1106-preview,0.01191,2024-01-14 19:56:36.636689,,prueba_path_5
apify instagram scraper,0.04036835739210911,2024-01-14 19:57:37.722084,,prueba_path_5
gpt-4-vision-preview,0.02591,2024-01-14 19:57:59.130781,,prueba_path_5
gpt-4-1106-preview_function,0.01096,2024-01-14 19:57:59.142172,,prueba_path_5
gpt-4-1106-preview,0.02528,2024-01-14 19:58:15.276213,,prueba_path_5
gpt-4-1106-preview,0.0139,2024-01-14 19:58:29.850473,,prueba_path_5
gpt-4-1106-preview,0.00247,2024-01-14 19:58:49.529856,,prueba_path_5
photoroom,0.15,2024-01-14 19:58:58.082134,,prueba_path_5
gpt-4-1106-preview_function,0.0032,2024-01-14 19:58:58.104131,,prueba_path_5
gpt-4-1106-preview,0.02935,2024-01-14 19:59:03.934186,,prueba_path_5
gpt-4-1106-preview,0.00794,2024-01-14 19:59:12.878697,,prueba_path_5
gpt-4-1106-preview,0.0024,2024-01-14 19:59:43.806499,,prueba_path_5
photoroom,0.15,2024-01-14 19:59:52.866063,,prueba_path_5
gpt-4-1106-preview_function,0.00347,2024-01-14 19:59:52.883991,,prueba_path_5
gpt-4-1106-preview,0.03379,2024-01-14 19:59:58.886392,,prueba_path_5
gpt-4-1106-preview,0.00893,2024-01-14 20:00:08.891298,,prueba_path_5
gpt-4-1106-preview,0.00347,2024-01-14 20:00:46.060993,,prueba_path_5
gpt-4-1106-preview_function,0.00412,2024-01-14 20:00:46.070109,,prueba_path_5
gpt-4-1106-preview,0.03949999999999999,2024-01-14 20:00:57.121731,,prueba_path_5
gpt-4-1106-preview,0.00992,2024-01-14 20:01:06.135811,,prueba_path_5
gpt-4-1106-preview,0.0036,2024-01-14 20:01:36.505864,,prueba_path_5
gpt-4-1106-preview_function,0.00409,2024-01-14 20:01:36.515868,,prueba_path_5
gpt-4-1106-preview,0.04344,2024-01-14 20:01:47.571298,,prueba_path_5
gpt-4-1106-preview,0.0081,2024-01-14 20:01:57.640568,,prueba_path_5
